,C1,C2
0,-0.6643078405386025,-0.5180469344375978
1,-0.7127065938912842,-0.23715379109910015
2,-0.3803735182877824,-0.4746829763950324
3,-0.6751275257165353,0.6399340212917359
4,-0.5822237252690028,-0.45466925838963057
5,-0.7349071196042908,-0.01681695306243065
6,-0.6478296676930524,-0.27428570243336126
7,-0.07586364846728905,-0.2696768410185612
8,1.624588760426852,1.2874730770093346
9,0.2777550083389465,1.0991876868660337
10,-0.6961631218061997,0.25528742430546114
11,-0.6249702704993806,0.24445668732243578
12,0.18420309437031854,-1.0029793725463036
13,-0.7279157606847828,-0.26120472632768954
14,-0.7254472641250176,0.035346569413979706
15,0.7819649193809634,1.1930990122972878
16,-0.5215846375832496,2.3344875618624967
17,-0.7567716945696978,-0.30687933955092916
18,-0.6758703677263443,-0.3430599543794157
19,-0.7053581351408319,-0.2063921323142344
20,-0.7173117220053391,-0.21371392609515705
21,1.6568708782939392,-0.973547080272433
22,-0.7512028324438661,-0.2293360117560854
23,-0.759409988362989,-0.3192186839708859
24,-0.6700730892320204,0.7133398111441039
25,-0.6743039026594649,0.3939431246705387
26,-0.558973993447849,-0.07878582395655619
27,-0.5433866803686334,-0.5741532121698792
28,-0.7386051509590271,-0.41190302465758855
29,-0.581271781998498,-0.22140960294473438
30,-0.6547092031826908,-0.40469605631802824
31,-0.6369730518358157,-0.44506198864357244
32,2.282477159989597,1.2252772865888442
33,-0.7576629537545035,-0.29488266604339985
34,-0.6286725544859741,1.1192702344334733
35,-0.7534940045265204,-0.38062016412524474
36,-0.5908324702001427,-0.3616536101668717
37,-0.6994781231249154,-0.4351018495556326
38,-0.2346573832707033,-0.010307057086447196
39,26.44508579889332,-6.279604788197594
40,-0.2377500570624087,-0.4151257332919737
41,-0.7616814415744428,-0.33642429436385995
42,-0.7310369117844108,-0.34818860224341747
43,-0.4905126363702592,-0.7159353828870526
44,-0.7278512172099796,0.09182391063296136
45,-0.6377548502144463,-0.09821515228463637
46,-0.5981402544253039,0.04597881502529643
47,-0.5883036636459,-0.13215878881621868
48,-0.6348912685773237,0.352390811918518
49,-0.07969281436856764,0.34732570447801553
50,-0.7058608211412511,-0.3997027922450889
51,0.14698144007437544,1.483912468664732
52,-0.7520612398200348,-0.18886184091203087
53,-0.5638725125241363,-0.21092652553457752
54,-0.551481931870941,-0.30420169417878745
55,-0.6996823945210591,-0.28364277574860364
56,-0.7316915782099852,-0.20507953510828447
57,-0.3138601426074864,-0.9148342694367958
58,-0.7564409669814708,-0.3696376583786817
59,-0.6200175275920234,0.3050792108663966
60,-0.7506273754639362,-0.2697958857059637
61,-0.16740061476285858,1.0035064741240591
62,3.61185296937772,1.3158394423946451
63,-0.718571258639011,0.10775454843043651
64,-0.7449119623028511,-0.2919819997949919
65,-0.7210784195344806,-0.20074052974187045
66,-0.7149617023938271,-0.2670526028559892
67,-0.7583756326596328,-0.3631215788517443
68,-0.7187909581493683,-0.28596583659208724
